16.6666666667	[2.9, 3.0]
18.3333333333	[3.9, 2.3]
20.0	[2.1, 3.1]
21.6666666667	[4.0, 3.0]
23.3333333333	[2.7, 2.1]
25.0	[2.4, 3.4]
26.6666666667	[3.2, 3.1]
28.3333333333	[2.4, 3.1]
30.0	[2.4, 2.7]
31.6666666667	[3.0, 3.9]
