16.6666666667	[3.5, 3.4]
18.3333333333	[4.2, 3.2]
20.0	[2.2, 3.3]
21.6666666667	[4.4, 3.3]
23.3333333333	[3.2, 2.3]
25.0	[2.7, 4.1]
26.6666666667	[3.5, 3.3]
28.3333333333	[2.5, 3.6]
30.0	[2.5, 3.4]
31.6666666667	[4.3, 4.0]
