5	4.048835	4.02605335788	4.07161664212
10	4.061335	4.03373969315	4.08893030685
15	4.04127983548	4.02145129321	4.06110837776
20	4.04117574447	4.0189845274	4.06336696154
25	3.9430500586	3.9209701571	3.96512996011
30	3.74033521923	3.72226021247	3.75841022599
35	3.41907215389	3.39614895244	3.44199535534
40	3.05365499514	3.03294107037	3.07436891992
45	2.78730088865	2.76599376353	2.80860801376
50	2.57900068777	2.56503715079	2.59296422475
55	2.42928452878	2.41751333368	2.44105572387
60	2.30806662925	2.2918825297	2.3242507288
65	2.21120951087	2.19757330169	2.22484572005
70	2.13321836708	2.12004412481	2.14639260934
75	2.05750381779	2.04390924339	2.07109839219
80	2.00814576722	1.9971848716	2.01910666284
85	1.94163651484	1.93190605877	1.95136697091
90	1.89661163195	1.88514908802	1.90807417587
95	1.85049547538	1.84164084641	1.85935010435
100	1.81768184664	1.80708705834	1.82827663493
