70	[4.027888446215139]
75	[3.972090138515609]
80	[3.9078740980863746]
85	[3.820546023524334]
90	[3.8233633698838347]
95	[3.738927738927739]
50	[4.126037811343403]
55	[4.094913896676011]
60	[4.122543120738067]
65	[4.122451039773875]
70	[4.040452414917465]
75	[4.052566608373624]
80	[3.9025213630129763]
85	[3.876334899615549]
90	[3.7990535930450093]
50	[1.5]
50	[1.75]
50	[1.75]
50	[1.0]
50	[2.25]
50	[2.75]
50	[1.25]
50	[1.4]
50	[2.2]
50	[2.2]
50	[5.6]
50	[2.2]
50	[3.2]
50	[4.4]
50	[3.8]
50	[2.4]
50	[3.4]
50	[3.0]
50	[5.6]
50	[2.2]
50	[3.8]
50	[3.625]
50	[4.125]
50	[4.25]
50	[1.75]
50	[1.5]
50	[1.8333333333333333]
50	[3.0]
50	[3.8333333333333335]
50	[2.5]
50	[3.0]
50	[2.0]
50	[8.0]
50	[6.0]
50	[2.0]
50	[8.0]
50	[4.0]
50	[4.0]
50	[1.0]
50	[2.0]
50	[2.0]
50	[4.0]
50	[8.0]
50	[8.0]
50	[8.0]
50	[6.0]
50	[2.0]
50	[2.0]
50	[1.0]
50	[2.0]
50	[1.0]
50	[8.0]
50	[6.0]
50	[2.0]
50	[2.0]
50	[2.0]
50	[3.0]
50	[4.0]
50	[1.0]
50	[1.0]
50	[4.0]
50	[4.0]
50	[1.0]
50	[1.0]
50	[4.0]
50	[1.0]
50	[8.0]
50	[8.0]
50	[1.0]
50	[4.0]
50	[8.0]
50	[4.0]
50	[6.0]
50	[1.0]
50	[2.0]
50	[8.0]
50	[3.6]
50	[2.0]
50	[1.6666666666666667]
50	[4.666666666666667]
50	[2.3333333333333335]
50	[6.666666666666667]
50	[3.6666666666666665]
50	[3.3333333333333335]
50	[3.6666666666666665]
50	[5.333333333333333]
50	[3.3333333333333335]
50	[5.5]
50	[2.6]
50	[4.4]
50	[5.2]
50	[3.8]
50	[1.3333333333333333]
50	[1.3333333333333333]
50	[1.3333333333333333]
50	[8.0]
50	[1.0]
50	[1.0]
50	[8.0]
50	[1.0]
50	[6.0]
50	[1.0]
50	[8.0]
50	[6.0]
50	[2.0]
50	[1.0]
50	[4.0]
50	[1.0]
50	[6.0]
50	[1.0]
50	[6.0]
50	[8.0]
50	[2.0]
50	[8.0]
50	[2.0]
50	[2.0]
50	[8.0]
50	[4.0]
50	[1.0]
50	[2.0]
50	[4.0]
50	[4.0]
50	[6.0]
50	[8.0]
50	[2.0]
50	[1.0]
50	[4.0]
50	[4.0]
50	[6.0]
50	[1.0]
50	[1.0]
50	[2.0]
50	[1.0]
50	[8.0]
50	[1.0]
50	[6.0]
50	[1.0]
50	[2.0]
50	[1.0]
50	[3.1]
50	[3.2222222222222223]
50	[3.6666666666666665]
50	[3.111111111111111]
50	[4.375]
50	[2.4]
50	[2.5]
50	[4.5]
50	[3.888888888888889]
50	[3.1]
50	[3.5555555555555554]
50	[3.0]
50	[3.5]
50	[3.1]
50	[2.888888888888889]
50	[3.111111111111111]
50	[3.6]
50	[3.3]
50	[3.111111111111111]
50	[2.7]
50	[3.4]
50	[3.3]
50	[3.9]
50	[2.4]
50	[3.888888888888889]
50	[3.8]
50	[3.7777777777777777]
50	[3.1]
50	[1.7]
50	[4.111111111111111]
50	[3.2]
50	[2.6]
50	[3.3]
50	[3.2]
50	[4.857142857142857]
50	[2.3]
50	[5.0]
50	[3.2]
50	[3.1]
50	[4.0]
50	[3.2222222222222223]
50	[2.3548387096774195]
50	[1.935483870967742]
50	[2.4838709677419355]
50	[2.3333333333333335]
50	[1.8541666666666667]
50	[2.0454545454545454]
50	[2.048780487804878]
50	[2.2857142857142856]
50	[1.975609756097561]
50	[1.8837209302325582]
50	[2.268292682926829]
50	[2.325]
50	[1.78]
50	[2.5]
50	[2.024390243902439]
50	[2.1777777777777776]
50	[2.2142857142857144]
50	[1.0]
50	[4.0]
50	[2.0]
50	[2.0]
50	[8.0]
50	[3.44]
50	[3.47]
50	[3.21]
50	[2.97]
50	[3.38]
50	[3.3]
50	[3.63]
50	[2.89]
50	[2.9641532756489495]
50	[2.0]
50	[4.0]
50	[8.0]
50	[2.0]
50	[1.0]
50	[1.0]
50	[4.0]
50	[6.0]
50	[3.0]
50	[1.0]
50	[1.0]
50	[4.0]
50	[1.0]
50	[4.0]
50	[1.0]
50	[8.0]
50	[1.0]
50	[4.0]
50	[6.0]
50	[4.0]
50	[4.0]
50	[1.0]
50	[1.0]
50	[4.0]
50	[1.0]
50	[1.0]
50	[1.0]
50	[4.0]
50	[6.0]
50	[1.0]
50	[1.8604651162790697]
50	[1.3803418803418803]
50	[1.4705882352941178]
50	[1.5019157088122606]
50	[1.493723849372385]
50	[1.4405286343612336]
50	[1.4232365145228216]
50	[1.3958333333333333]
50	[1.478448275862069]
50	[1.48559670781893]
50	[3.1946992864424058]
50	[3.169791666666667]
50	[3.252]
50	[3.445]
50	[3.418]
50	[3.305]
50	[3.3038]
50	[3.314]
50	[3.3072]
50	[3.36]
55	[3.2956]
60	[3.3163]
65	[3.298]
70	[3.2843]
75	[3.3178]
80	[3.3158]
50	[3.3902]
55	[3.4237]
60	[3.3881]
50	[3.1197366616376354]
50	[4.207910750507099]
55	[4.1481103166496425]
60	[3.9772492244053774]
65	[4.079166666666667]
70	[4.024442082890542]
75	[3.752953813104189]
80	[3.7967213114754097]
85	[3.6344676180021955]
90	[3.6645021645021645]
95	[3.789532293986637]
50	[4.234580384226492]
55	[4.062372188139059]
60	[3.985655737704918]
65	[4.081443298969072]
70	[3.9206859592711685]
75	[3.762954796030871]
80	[3.954206602768903]
85	[3.903654485049834]
90	[3.8244274809160306]
95	[3.809576837416481]
50	[3.9478957915831665]
55	[3.897596656217346]
60	[4.029989658738366]
65	[4.010416666666667]
70	[3.8353067814854684]
75	[3.872043010752688]
80	[3.8969957081545066]
85	[3.587443946188341]
90	[3.680044593088071]
95	[3.7463524130190797]
50	[4.117053481331988]
55	[4.007164790174002]
60	[4.209927611168562]
65	[3.8724760892667374]
70	[4.0482686253934945]
75	[3.7663755458515285]
80	[3.777895855472901]
85	[3.6930022573363432]
90	[3.837078651685393]
95	[3.8173618940248026]
