5	2.034835	2.025619252	2.044050748
10	2.02794	2.01866381724	2.03721618276
15	2.03275	2.02113310571	2.04436689429
20	2.03624	2.02825113287	2.04422886713
25	2.02456635454	2.0181261237	2.03100658538
30	1.97120382194	1.96249503439	1.97991260949
35	1.82666698802	1.81908202747	1.83425194856
40	1.69631926441	1.68578924793	1.7068492809
45	1.5700834136	1.56164332365	1.57852350355
50	1.48611624113	1.47949137441	1.49274110784
55	1.42401279959	1.41714373382	1.43088186536
60	1.38703925439	1.38079541759	1.3932830912
65	1.34834698168	1.34307828049	1.35361568287
70	1.31618746191	1.31126130574	1.32111361809
75	1.29291406482	1.28723164017	1.29859648948
80	1.27535664642	1.27152764949	1.27918564336
85	1.25345223658	1.24645331413	1.26045115903
90	1.24627992123	1.24244935551	1.25011048695
95	1.22851084056	1.22364426091	1.2333774202
100	1.22072943261	1.21539682744	1.22606203777
