5	4.939285	4.9104133315	4.9681566685
10	4.937825	4.9067164658	4.9689335342
15	4.93364	4.90625490033	4.96102509967
20	4.940565	4.91617350094	4.96495649906
25	4.94565	4.91981433767	4.97148566233
30	4.922115	4.89031432706	4.95391567294
35	4.92323733423	4.88808446375	4.95839020471
40	4.96764436027	4.94186626332	4.99342245722
45	4.94297390605	4.92116451704	4.96478329505
50	4.90214509888	4.87501373436	4.92927646339
55	4.84917795373	4.82642084108	4.87193506638
60	4.75068912002	4.71816613095	4.78321210909
65	4.61479234088	4.58440020124	4.64518448051
70	4.43047836643	4.40835803325	4.45259869961
75	4.30324128301	4.27384230048	4.33264026554
80	4.08363939899	4.05494185824	4.11233693975
85	3.90240271084	3.8619062268	3.94289919488
90	3.76736172587	3.73511882614	3.79960462559
95	3.6538386147	3.61784856477	3.68982866463
100	3.5644112052	3.5351967912	3.59362561919
