5	1.45	0.958561197926	1.94143880207
10	4.05	3.28361053849	4.81638946151
15	5.9	4.82738787827	6.97261212173
20	8.75	7.39294370656	10.1070562934
25	9.5	8.2617645014	10.7382354986
30	11.1	9.660299108	12.539700892
35	16.15	14.8238778288	17.4761221712
40	16.6	15.390970057	17.809029943
45	18.8	17.1887548499	20.4112451501
50	18.95	17.4054209307	20.4945790693
55	22.0	20.5755940998	23.4244059002
60	24.4	22.6266289556	26.1733710444
65	26.45	24.6826522648	28.2173477352
70	28.55	26.8356285005	30.2643714995
75	29.05	27.9500608718	30.1499391282
80	30.5	29.1632712799	31.8367287201
85	32.4	31.4590684303	33.3409315697
90	32.05	30.7308505865	33.3691494135
95	34.0	32.7205550566	35.2794449434
100	35.1	33.9852260529	36.2147739471
