5	11.006335	10.9589435397	11.0537264603
10	10.96813	10.9268457838	11.0094142162
15	10.9932506301	10.9448834858	11.0416177743
20	10.9895499328	10.9474518295	11.0316480361
25	11.0826988736	11.0421379494	11.1232597978
30	11.2454933976	11.1989140708	11.2920727243
35	11.5166111641	11.4777162449	11.5555060833
40	11.8607047201	11.8106939191	11.9107155212
45	12.1272950978	12.0723550256	12.18223517
50	12.4309729077	12.3704225231	12.4915232922
55	12.6456328335	12.5890216547	12.7022440123
60	12.8475417247	12.8028101953	12.8922732542
65	13.0927393104	13.0293619027	13.1561167181
70	13.3049023805	13.2409651179	13.3688396431
75	13.5541338269	13.4871121196	13.6211555341
80	13.6612287721	13.5981179734	13.7243395709
85	13.8354027121	13.7728074979	13.8979979264
90	14.0342521744	13.9774958749	14.0910084739
95	14.1785165555	14.1145098813	14.2425232296
100	14.2016826978	14.1348673846	14.2684980111
