5	0.0	0.0	0.0
10	0.0	0.0	0.0
15	0.0	0.0	0.0
20	0.0	0.0	0.0
25	1e-05	-4.40501392973e-06	2.44050139297e-05
30	0.0	0.0	0.0
35	0.00012	6.19811848123e-05	0.000178018815188
40	0.00025	0.000168938458564	0.000331061541436
45	0.000665	0.000519140589233	0.000810859410767
50	0.001395	0.00114298086087	0.00164701913913
55	0.00347	0.00310365419105	0.00383634580895
60	0.00677	0.00609826351666	0.00744173648334
65	0.010555	0.0098605855224	0.0112494144776
70	0.017245	0.0162958375867	0.0181941624133
75	0.0257	0.0243653426583	0.0270346573417
80	0.034645	0.0329918385406	0.0362981614594
85	0.04428	0.0424771914208	0.0460828085792
90	0.052755	0.0504810410603	0.0550289589397
95	0.065505	0.0639055694852	0.0671044305148
100	0.077855	0.0752272757789	0.0804827242211
