5	10.979215	10.941609215	11.016820785
10	11.01461	10.9749393196	11.0542806804
15	10.98277	10.9470429869	11.0184970131
20	10.99354	10.963584796	11.023495204
25	10.987085	10.9422140733	11.0319559267
30	10.99447	10.9460812658	11.0428587342
35	11.0291915317	10.9880988306	11.0702842327
40	10.9751657501	10.9257247234	11.0246067767
45	10.991885817	10.9545915386	11.0291800954
50	11.0333426889	10.9948356897	11.0718496881
55	11.0456405007	10.995987513	11.0952934884
60	11.1280209178	11.0795286244	11.1765132113
65	11.200862462	11.1540206076	11.2477043164
70	11.3181554893	11.2767633697	11.3595476089
75	11.3789049561	11.3400064255	11.4178034868
80	11.5534302738	11.5102990084	11.5965615392
85	11.6924882523	11.6554081633	11.7295683414
90	11.7629518513	11.7112815658	11.8146221369
95	11.8833778573	11.819499756	11.9472559587
100	11.9410255586	11.8850417612	11.9970093559
