70	0
75	0
80	0
85	0
90	0
95	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
50	0
55	0
60	0
50	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
50	0
55	0
60	0
50	0
55	0
60	0
65	0
70	0
75	0
50	0
55	0
60	0
65	0
70	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
50	0
55	0
60	0
65	0
50	0
55	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
50	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
50	0
60	0
70	0
80	0
90	0
100	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
50	0
55	0
55	0
55	0
65	0
75	0
85	0
95	0
55	0
65	0
75	0
85	0
95	0
55	0
65	0
75	0
85	0
95	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
90	0
55	0
95	0
55	0
55	0
55	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
60	0
65	0
70	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
60	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
110	0
120	0
130	0
140	0
150	0
110	0
120	0
130	0
140	0
550	0
55	0
55	0
60	0
65	0
70	0
75	0
80	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
55	3.39534443619
55	3.43298858582
60	3.29233134821
65	3.20563518717
70	3.12238416445
75	3.03760830765
80	2.88143520625
85	2.76742447923
90	2.70511982735
95	2.74286591556
55	3.27864099651
55	3.26714800112
60	3.24735405031
65	3.1885849723
70	3.1833401998
75	3.1468734756
55	3.26088652645
60	3.24709333256
65	3.21770847086
70	3.18377439285
75	3.13371179411
80	3.11998137421
85	3.08358308029
90	3.08899103429
95	3.05129347192
55	4.33333333333
60	5.25
65	4.5
70	2.58333333333
75	3.5
80	4.58333333333
85	3.91666666667
90	3.16666666667
95	4.33333333333
55	5.41666666667
60	4.83333333333
55	2.33333333333
60	4.58333333333
65	4.58333333333
70	5.0
75	5.83333333333
80	4.66666666667
85	4.83333333333
90	4.91666666667
95	3.5
55	4.58333333333
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
55	0
60	0
65	0
70	0
75	0
80	0
85	0
90	0
95	0
55	0
55	0
