5	4.945915	4.91770245639	4.97412754361
10	4.95357	4.92429546934	4.98284453066
15	4.93460416042	4.91139985038	4.95780847045
20	4.93744842724	4.90991589081	4.96498096367
25	4.81942584763	4.79578801501	4.84306368025
30	4.54962412808	4.52428051397	4.57496774219
35	4.14738664153	4.12477960455	4.16999367851
40	3.68864855799	3.66315541317	3.71414170282
45	3.35982074752	3.33472733412	3.38491416092
50	3.09915722027	3.08027855492	3.11803588562
55	2.91509074619	2.89889765023	2.93128384216
60	2.75918753574	2.74028995509	2.77808511639
65	2.64180353179	2.62197857155	2.66162849202
70	2.53358044457	2.51704772349	2.55011316566
75	2.43133089239	2.41470320813	2.44795857664
80	2.36971067339	2.3574270611	2.38199428568
85	2.28548465966	2.27195098317	2.29901833615
90	2.22454102651	2.20815814203	2.24092391098
95	2.16437745444	2.15269254314	2.17606236574
100	2.13042939227	2.11848225588	2.14237652865
